City,Count
"clinton, NC",1
"durango, CA",1
"Estancia, ND",1
"Orange Village, NY",1
"Dickson city, OK",1
"Upper marlboro, MD",1
"Mt Juilet, SC",1
"Coloraod Springs, CO",1
"FORT WAYNE, ID",1
"wycombe, PA",1
"Aviston, IL",1
"ROBBINS, IL",1
"benton, KS",1
"sydney., TX",1
"Williamsburg Township, ME",1
"S Williamsport, PA",1
"Truth or Consequences, NE",1
"eden, NC",1
"Geneva, NV",1
"New Baltore, MI",1
"Stanford, CT",1
"nevada, IN",1
"westminster, SC",1
"MARIETTA, PA",1
"N franklin, CT",1
"S.S.F., CA",1
"philo, CA",1
"Kearneysville, WV",1
"internet free, IN",1
"MCKEESPORT, PA",1
"Salt Lake CTY, UT",1
"Marianna, AR",1
"South New Berlin, NY",1
"San Loeenzo, NM",1
"littlen elm, TX",1
"spring, SD",1
"West Wendover, NV",1
"Calhoun, TN",1
"hamburg, PA",1
"Kenilworth, TN",1
"winthrop harbor, ID",1
"Center point, IA",1
"Walnut Cove, NC",1
"south bend, IL",1
"Folsom, AL",1
"Oshkoah, WI",1
"parks, LA",1
"PHILIPSBURG, PA",1
"Celestine, IN",1
"Franksville, VT",1
"San Fran, CA",1
"Miller, SD",1
"Amman, IA",1
"Eclectic, AL",1
"sockton, DC",1
"Shaker Heights,, NV",1
"Slagelse, PW",1
"maimi, FL",1
"Nunya, PW",1
"Roseau, MN",1
"La Plata, MA",1
"Hometown, AL",1
"OREGON, OH",1
"Denton, MT",1
"NORMAN, NY",1
"luling, TX",1
"West Los Angeles, CA",1
"East Grand Rapids, ME",1
"Middlefield, CO",1
"Seattle WA 98133, WA",1
"CHAPIN, SC",1
"Hanover, NM",1
"Trempealeau, VI",1
"Ashville, NJ",1
"PLEASANTON, TX",1
"Ashville, NC",1
"New Sharon, IN",1
"ELWOOD, IN",1
"Waterford, VI",1
"Waterford, VA",1
"centerville, NY",1
"S El Monte, CA",1
"lake butler, FL",1
"big lake, MN",1
"Manchester, ID",1
"Saint petersburg, FL",1
"tahoe city, CA",1
"Confederate City, LA",1
"oklam, CO",1
"LAFOLLETTE, SC",1
"Copenhagen, KY",1
"United States of America, PA",1
"pembroke, MA",1
"Squires, MN",1
"lakeville, MA",1
"lakeville, ME",1
"riverside, NJ",1
"Cottahe Grove, WI",1
"Lasalle, CO",1
"summerfield, FL",1
"hatfield, MA",1
"SCHUYLKILL HAVEN, PA",1
"York, IL",1
"Normal IL, IL",1
"Alpine, TX, SD",1
"WINTHROP, MA",1
"b, NY",1
"calverton, MD",1
"SLIDELL, KY",1
"WESTMONT, IL",1
"BELLEVILLE, MI",1
"greenwood, LA",1
"Calpella, CA",1
"Somewhere In America, AL",1
"Northfield, NC",1
"Gervais, OR",1
"PFLUGERVILLE, TX",1
"Northfield, NY",1
"Rutherford, SC",1
"Loleta, CA",1
"Fresh Meadowns, NY",1
"Owings mills, MD",1
"Drumheller, CA",1
"Wellington, HI",1
"kickory, NC",1
"Weatherford, OH",1
"Gary, IN, IL",1
"Lake Bluff, ID",1
"midlothian, SD",1
"town, MD",1
"town, MA",1
"Hereford, PA",1
"Grandview Plaza, KS",1
"Westlake Vlg., CA",1
"Troy, OR",1
"la palma, CA",1
"hinsdale, MA",1
"Kingfisher, OK",1
"Gearhart, OR",1
"Clarksville, WA",1
"Fountain hills, AZ",1
"monroe, OR",1
"chocowinity, NC",1
"Hopewell Jct., NJ",1
"Schwenksville, OR",1
"Hager City, WI, WI",1
"Schwenksville, OK",1
"glen carbon, IL",1
"Kooskia, ID",1
"Greater Detroit Area, MI",1
"Barkesville, GA",1
"pitttsburgh, PA",1
"river vale, NJ",1
"pataskala, NV",1
"Coral gables, DE",1
"Reedsport .Or, OR",1
"Los anglelos, CA",1
"Lake oswego, OR",1
"boise, HI",1
"mount carmel, PA",1
"Vestavia hills, AL",1
"McDonald, OK",1
"Portland, PA",1
"McDonald, OR",1
"OAKLAND, AZ",1
"williston, NV",1
"Coppell, VI",1
"Bristol, PR",1
"Carlyle, IL",1
"Moss Point, MN",1
"Port Huron, ME",1
"Swinford, AK",1
"DUBLIN, NV",1
"Purlear, NM",1
"Elizabethtown, IN",1
"Elizabethtown, IL",1
"Gotham, IL",1
"Holtwood, PA",1
"Eastlake, CO",1
"rustburg, VA",1
"plaquemine, LA",1
"Cedar Grove, NM",1
"Illinois, ID",1
"Paige, TN",1
"Hickory Valley, TN",1
"Illinois, IL",1
"MinneaPolis, MN",1
"Pulaski, OK",1
"Montezuma, IN",1
"Temple, OK",1
"pPortland, OR",1
"Bath, UK, NY",1
"mancos, CO",1
"Belfield, ND",1
"Cumberland Gap, TN",1
"Falls Church city, VA",1
"whitesburg, KY",1
"Laporte, MI",1
"COVINGTON, KY",1
"West. Covina, CA",1
"seagoville, TX",1
"Coeur d alene, ID",1
"Wormer, NH",1
"Snow Camp, NM",1
"dalton gardens, ID",1
"shushan, NY",1
"Amsterdam, OH",1
"Amsterdam, OK",1
"Salt Lake City,, UT",1
"Rio Grande, PR",1
"Brockport, NH",1
"sayre, PA",1
"Cropseyville, NJ",1
"Jourdanton, TX",1
"Chaeleston, IL",1
"bangalore, WV",1
"chugiak, AK",1
"Orland, FL",1
"Spartenburg, SC",1
"Jamestown, VA",1
"Sheldon, MO",1
"SanFransisco, CA",1
"STOW, OH",1
"Auckland, VI",1
"potsdam, NY",1
"Central, WI",1
"Sainsbury park, UT",1
"doesnt matter, AL",1
"Johnstown, CA",1
"doesnt matter, AK",1
"New hyde park, NY",1
"Knsas   City, MO",1
"Vanderbilt, PA",1
"Cochin, VA",1
"Fort Howard, MA",1
"penis, CT",1
"Hamburg, IA",1
"Hamburg, IL",1
"Folly Beach, SC",1
"Waynesvile, IN",1
"OBrien, FL",1
"Bridgeport, NE",1
"Shavano Park, SD",1
"Bonn, NY",1
"new philadelphia, NV",1
"Overland Part, KS",1
"TRAVIS AFB, CA",1
"marble falls, TX",1
"SPRINGFIELD, NJ",1
"QUEEN CREEK, AZ",1
"Ranch Cordova, CA",1
"Osceola, MN",1
"Southworth, WA",1
"Lone Grove, OK",1
"Bandy, VA",1
"Stevinson, CA",1
"St. Cloud, CO",1
"Burke, NY",1
"fleischmanns, NY",1
"North Smithfield, PA",1
"rutledge, GA",1
"springfield, MD",1
"sevilla, AK",1
"earlville, IL",1
"St. John's, FL",1
"Hidden Valley, CA",1
"Dixville Notch, NH",1
"Lake Carmel, NY",1
"fort Wayne, ID",1
"Whiteland, ID",1
"Severy, KS",1
"Jamaica Pl, MA",1
"Merrifield, MN",1
"Sydney, DE",1
"Dover, NV",1
"chittenango, NY",1
"Rusk,, TX",1
"Hurt, VA",1
"Dreamland, FL",1
"north palm beach, FL",1
"calliham, TX",1
"School, CA",1
"Ohio, AZ",1
"Horicon, VI",1
"Ohio, AK",1
"University Center, MI",1
"Cody, WA",1
"Cumberland, PA",1
"Camden, OH",1
"cfescent city, CA",1
"Surprise, NY",1
"Hebron, NE",1
"Posen, IL",1
"shithole, AZ",1
"LITTLEROCK, CA",1
"Blue Point NY, NY",1
"Dnepr, NY",1
"Acme, WA",1
"trophy club, TX",1
"VERONA, NJ",1
"banner elk, NC",1
"Does it matter, MI",1
"folly beach, SC",1
"naples, DE",1
"Lafayettte, LA",1
"Milam, TX",1
"East Hampton, NH",1
"St.George, TN",1
"East Hampton, NJ",1
"Sand Lake, MI",1
"Bailey Island, LA",1
"Buellas, MH",1
"sparka, NV",1
"cork, CO",1
"halls, TN",1
"robbinsdale, MI",1
"NEWTOWN, OR",1
"hilton, NY",1
"kneeland, CA",1
"Lelend, NM",1
"Newmarket, NE",1
"SAYREVILLE, NJ",1
"New York, DC",1
"Mountain Home, HI",1
"Elkton, SD",1
"HANOVER, PA",1
"Hewitt, NC",1
"Marionville, VA",1
"Port Haywood, TX",1
"Bitch, AR",1
"Waverly, IL",1
"New York, MA",1
"Cane Ridge, SC",1
"Presque Isle, MI",1
"edgewater, MD",1
"Hayden, IN",1
"Granger, ID",1
"Norlina, NC",1
"Maricopa, NV",1
"Montevideo, CA",1
"Saucier, MI",1
"Colorado Spring, CO",1
"In a city, CA",1
"LA JOLLA, CA",1
"Aberfeldy, TX",1
"Hell, AL",1
"Hell, AK",1
"Limon, CO",1
"south padre island, TX",1
"winter Park, FL",1
"vandervoort, AR",1
"Gillett, AR",1
"Rainbow, MI",1
"SANDIA PARK, NM",1
"ephraim, UT",1
"towson, MD",1
"Aguanga, AZ",1
"howey in the hills, FL",1
"Anyville, OH",1
"Hermon, ME",1
"Nixon, TX",1
"Parksville, NY",1
"Las Cruces,, NM",1
"FOX POINT, WI",1
"valley springs, CA",1
"Tunnel Hil, GA",1
"Auckland, MH",1
"SAN JOSE, AZ",1
"Holland, OK",1
"LA Mirada, CA",1
"40701, KY",1
"CONEWANGO VALLEY, NY",1
"Indian Land, RI",1
"san antinio, TX",1
"Merced California, CA",1
"Naubinway, ME",1
"Naubinway, MI",1
"Ramone, CA",1
"Orange Springs, FL",1
"DECATUR, SC",1
"Gregory, SD",1
"Summer Lake, OR",1
"Roslyn, SD",1
"north smithfield, RI",1
"SANTA  ANA, CA",1
"Aloha, HI",1
"Columbus Junction, IA",1
"Warda, TX",1
"JANESVILLE, WI",1
"Dundee, AL",1
"Yoder, IN",1
"ukiah, AZ",1
"Guyana, NY",1
"Meh, NY",1
"you know where i live, FL",1
"Pole Garden, WY",1
"Gainesville, NV",1
"INMAN, SC",1
"Helsinki, Finland, NY",1
"green Bay, WI",1
"BRIARCLIFF MANOR, NY",1
"Dickville, NJ",1
"Maple hts, OH",1
"Blythewood, PR",1
"Indpls, ID",1
"JUPITER, FL",1
"croton, NY",1
"OWASSO, OK",1
"Marshfield Hills, MD",1
"muekson, MI",1
"DeKalb, TX",1
"Many Farms, KS",1
"Lawrencec, NY",1
"Bluffton, NY",1
"Slatersville, RI",1
"Guthrie, KY",1
"Staffordville, CT",1
"cisco, TX",1
"hastings, MI",1
"DeGraff, NY",1
"Selkirk, NJ",1
"Hendrum, MN",1
"DENISON, TX",1
"rockbridge, OH",1
"WINDSOR, CT",1
"Fayette, AL",1
"Duxbury, MD",1
"everywhere, AK",1
"Port st. Lucie, FL",1
"Santa Fe NM, NE",1
"America, MH",1
"Silas, AL",1
"Woodland hills, AZ",1
"melville, NY",1
"browntown, WI",1
"port jeff sta, NY",1
"oak ridge, TN",1
"Preston, UT",1
"Decline, VA",1
"saraland, AL",1
"Rockwell City, IA",1
"Point Pleasant, SD",1
"Haskell, NC",1
"St.Ann, MO",1
"Angwin, AZ",1
"Tegelen, VI",1
"Trumann, AR",1
"8933 national ave, IL",1
"stewartstown, PA",1
"trenton, SC",1
"Mountain Pine, AR",1
"Adrian, ME",1
"dfgdsfg, IA",1
"grovetoen, GA",1
"Uniontown, AR",1
"Hull, CA",1
"Granger, TX",1
"Munday, TX",1
"sullivan, IL",1
"OLNEY, MD",1
"Webb, IA",1
"Sofia, MA",1
"tomah, WI",1
"Muh homtown. Shit that was eas, AL",1
"Jewett city, CT",1
"Grand Marais, MI",1
"va, AZ",1
"north bay, CA",1
"jamestown, LA",1
"Fleminton, NJ",1
"buxton, NC",1
"NA, MO",1
"Clarks Hill, SC",1
"NORTH MIAMI BEACH, DE",1
"NA, MI",1
"western springs, IL",1
"PARMA HEIGHTS, NY",1
"San fRancisco, CA",1
"Pottsboro, SD",1
"FRANCE, AK",1
"eagle, CO",1
"RINGGOLD, GA",1
"w.Hollywood, CA",1
"Oakyln, NJ",1
"bahama, NC",1
"Wilm, DC",1
"hotsprings, AR",1
"Kadona, NY",1
"They Know, CA",1
"wolverine, MI",1
"Homer, IL",1
"Fort Saskatchewan, AL",1
"SpringField, VA",1
"Marshall, VI",1
"Luke, MD",1
"Ranchocucamonga, CA",1
"Glen Arbor, ME",1
"The Business Center of FCC, KY",1
"Stevensville, ME",1
"Gothenburg, KY",1
"Stevensville, MO",1
"FtMcCoy, FL",1
"Elida, OH",1
"na, MI",1
"Buckeye Lake, OH",1
"Houtzdale, PA",1
"3266 Desert Cloud Ave, CA",1
"everywhere, OH",1
"Willowdale, IL",1
"Midlothian, SD",1
"Devers, TX",1
"Golf, IL",1
"Windsor locks, CT",1
"Vestsal, NY",1
"Middle river, MD",1
"Saint Matthews, SC",1
"COMSTAMTIME, MI",1
"Vallentuna, SD",1
"CLEMSON, SC",1
"Sand Creek, MI",1
"Elmira Heights, NY",1
"park hills, MO",1
"cincy, NY",1
"Aiei, HI",1
"forest Grove, OR",1
"DAHLONEGA, GA",1
"Cumberland, IA",1
"Jamaica Estates,, NJ",1
"orange, AZ",1
"montezuma, NM",1
"Cedar HIll, MO",1
"North Stratford, NH",1
"grandview, NY",1
"Don't find me, PR",1
"MARTINEZ, CA",1
"Auburndale, DE",1
"Northeast md, MD",1
"East Carondelet, IA",1
"Farmer City, IL",1
"Ravena, NJ",1
"marrickville, CA",1
"lanham, MD",1
"Barcelona, TN",1
"Vineland, NC",1
"weatherford, OK",1
"JEAN, NV",1
"Saint  Petersburg, FL",1
"Mt. Pleasant, IA",1
"CArpinteria, CA",1
"Remlap, AL",1
"fayette, MO",1
"Reedsville, OK",1
"Yukon, AK",1
"Granada Hills CA, CA",1
"WAYNESBORO, VA",1
"Messa, AZ",1
"jay, ME",1
"peachtree city, GA",1
"Richville, MN",1
"Pheonixville, OR",1
"wilmington, MD",1
"Burnsville, KY",1
"Ponyville, CA",1
"SAN YSIDRO, CA",1
"mason, MI",1
"Kearny, MO",1
"LakeCity, CO",1
"Yolyn, WV",1
"hickory, NM",1
"Ft Hood, TX",1
"Saint Augusting, FL",1
"Dallas, TX 75206, TX",1
"Kalama, AL",1
"Connecticut, CT",1
"fredonia, AZ",1
"Equality, NY",1
"NEW BERN, NM",1
"san bernardino, AZ",1
"Painted Post, TN",1
"Judson, TX",1
"Owego, NH",1
"Washington, DC, AS",1
"Piermont, MT",1
"Hign Mound, MO",1
"Mah, CT",1
"Indianapolos, IN",1
"CANTON, OH",1
"Chester Gap, VA",1
"my house, NV",1
"Rollingwood, TX",1
"Spencer, IL",1
"Gorham, LA",1
"White House, SD",1
"Mesilla Park, NM",1
"little Rock, AR",1
"White House, SC",1
"Bally, PA",1
"LOGANSPORT, IN",1
"CUTLER BAY, FL",1
"SPARTA, MI",1
"Wembley Downs, WA",1
"DF, NM",1
"Douds, IA",1
"lago vista, TX",1
"Dupont, CO",1
"Nafpaktos, AL",1
"Veikkol, CA",1
"fishers, ID",1
"Hyder, AK",1
"Mounht Vernon, IN",1
"Henderson Harbor, NY",1
"No, AL",1
"Herkimer, NH",1
"Herkimer, NJ",1
"trinity, FL",1
"prospect hts, IA",1
"Berkeley heights, NJ",1
"TUCKER, GA",1
"West allis, VI",1
"Kittanning, OK",1
"Judsonia, AR",1
"Taipei, AL",1
"Wyandote, MI",1
"New city, NY",1
"Wakefiled, PA",1
"Leadville, CA",1
"Can Diego, AZ",1
"Cedar st, AR",1
"Muncy, OR",1
"Fairborn, NV",1
"Leon, KS",1
"Hamersville, OH",1
"healdsburg, CA",1
"shelby twp, MI",1
"weidman, MI",1
"st.clair shores, MI",1
"Alpine, AL",1
"Winter Park, NY",1
"Smithfield, CT",1
"Catawissa, OR",1
"brookville, IN",1
"., ME",1
"greenville, PR",1
"., MN",1
"Garden Valley, ID",1
"Daytona Beach, DE",1
"hurricane, UT",1
"CAMBRIDGE, MD",1
"Cherry Point, NC",1
"hayward, AZ",1
"Batesville, ID",1
"International, PW",1
"redfield, SD",1
"Lemitar, NM",1
"new whiteland, IN",1
"Santa FE, NE",1
"nonya, CA",1
"Santa FE, NM",1
"Eureka, IA",1
"new Fairfield, CT",1
"Southern, CA",1
"Forestdale, VT",1
"Wiscomsin Dells, WI",1
"vadnais Heights, MN",1
"Scranton, OK",1
"Oregon, NY",1
"Laguna Vista, TX",1
"Tallevast, FL",1
"Fuck, AK",1
"Hale, MO",1
"conway, MA",1
"Perth, WA",1
"Sherman Oaks,, AZ",1
"Masscoff, FL",1
"Dodge City, OK",1
"Long Lane, MO",1
"Burr Hill, VA",1
"bethpage, TN",1
"N. Myrtle Beach, RI",1
"Kush Town, CO",1
"huron, OH",1
"Conover, OH",1
"Ruba, AK",1
"Steamboat Springs, CA",1
"Bellingam, WA",1
"Centerach, NY",1
"Centennial, WY",1
"Nashvville, TN",1
"E Haddam, CT",1
"SEWARD, NE",1
"carpinteria, CA",1
"Mt. Blanchard, OH",1
"Sometown, IN",1
"Wellings, AL",1
"springfield, MI",1
"Leaf River, IL",1
"dearborn, MO",1
"Germany, TX",1
"Pawleys Island, RI",1
"Qutio, AR",1
"Any city, NJ",1
"Monmouth, NJ",1
"Bruno mawr, PA",1
"need to know basis only, CA",1
"TX, TX",1
"plainsboro, NJ",1
"Manhattan, CA",1
"Bluff Dale, TX",1
"huntington station, NY",1
"Colorado City, AZ",1
"Donahue, IA",1
"Eight Four, PA",1
"Shenton Park, WA",1
"richardsont, TX",1
"Arden hills, MN",1
"Anywhere, FL",1
"Lake In the Hills, ID",1
"Agra, OK",1
"Isleton, CA",1
"Pleasant Plain, OH",1
"cross junction, VA",1
"Harrsiburg, PA",1
"Fordland, MO",1
"Loyal, WI",1
"Lv, NV",1
"Reality, AK",1
"moodus, CT",1
"Bellville, SD",1
"Cramerton, NJ",1
"Ann Arborr, MI",1
"Del. City, DE",1
"IRONDALE, AL",1
"922 n hudson ave, CA",1
"pruttostan, CT",1
"tx, TX",1
"LaGrande, OK",1
"Petersham, MA",1
"LaGrande, OR",1
"Azhuehu, KY",1
"EGLIN AFB, FL",1
"Riverwoods, IA",1
"Wayne, WV",1
"Lebenon, NH",1
"Hacienda heights, AZ",1
"none given, TX",1
"Coinjock, NC",1
"Spearsville, LA",1
"Bx, AK",1
"Fort Gratiot Township, MI",1
"Sheffield Lake, NY",1
"New York New York, NY",1
"Lipps, NC",1
"hamburg, NY",1
"Milwaukie., OK",1
"Lake Park,FL 33410 United Stat, FL",1
"New Canada, ME",1
"st. ptersburg, FL",1
"Wilhoit, AZ",1
"Chestnut Hill, MD",1
"BRAINTREE, MD",1
"Oakville, CA",1
"Oakville, CO",1
"caledonia, WI",1
"Lake Hiawatha, NC",1
"Columvus, OH",1
"BALLWIN, MN",1
"New Westminster, WA",1
"marengo, ID",1
"marengo, IA",1
"Elk Grove Villa, IL",1
"City in State of Virginia, VA",1
"anytown, VT",1
"Brushton, NY",1
"Hawthorne, AZ",1
"Heidelberg, MS",1
"Belgium, MA",1
"Newton, WA",1
"Kickapoo, IL",1
"Nashville, NJ",1
"Sussex, VI",1
"Anaheim, CA, CA",1
"Poopland, AK",1
"New Salem, PA",1
"deer park, TX",1
"Anothony, NM",1
"Harrison Valley, PA",1
"Pewpew, PW",1
"BOONTON, NJ",1
"Ann arbor, ME",1
"GOODING, ID",1
"Elko, MN",1
"Steger, IA",1
"POINT PLEASANT, NJ",1
"Flower. Mound, TX",1
"...., FL",1
"Eugene, OR, OK",1
"Fayettville, GA",1
"pinebluff, AR",1
"lad angeles, CA",1
"Morganton, ID",1
"Gower, MO",1
"murphsyboro, IA",1
"Lachine, MI",1
"Uppsala, MN",1
"Penisboro, PA",1
"thousand Oaks, CA",1
"Select City, MD",1
"riverbank, AZ",1
"Shingle springs, CA",1
"BARTLESVILLE, OK",1
"Trion, GA",1
"lake hiawatha, NJ",1
"Libby, MS",1
"East Dubuque, ID",1
"Ridgewood New York, NY",1
"DUNNELLON, FL",1
"cloquet, ME",1
"peshtigo, WI",1
"West Newbuty, MA",1
"kansas city, MN",1
"White Horse Beach, MA",1
"frisco, NC",1
"Florrisant, MO",1
"snowmass village, CO",1
"Hillsboro, IA",1
"Glen Ullin, ND",1
"Luttrell, SC",1
"Rockfield, KY",1
"Belleville, WV",1
"wa, WA",1
"glendale hts, IL",1
"Birchrunville, PA",1
"Pleasant view, UT",1
"WEST HOLLYWOOD, CA",1
"Luna Pier, MI",1
"Shirley, AR",1
"Grand Rapists, MI",1
"Earth, PA",1
"Shoreivew, MN",1
"jxn, MS",1
"ALPENA, MI",1
"Oneill, NE",1
"Corpus Christi, TN",1
"Rose Bud, AR",1
"ingleside, TX",1
"LAS VEGASlas vegas, NV",1
"Sylvania, NY",1
"Sylvania, NV",1
"Brewster, KS",1
"TOWSON, MD",1
"Finlayson, MN",1
"rancho Palos verdes, CA",1
"Sebec, ME",1
"Addison, SD",1
"LinkÌ¦ping, VI",1
"Knockemstiff, OH",1
"BlazeIt, CO",1
"Thorton, CO",1
"Valleystream, NY",1
"Hoston, TX",1
"mecity, CA",1
"Kevil, KY",1
"Teaticket, MA",1
"Marshall, TN",1
"Sierra Madre,, CA",1
"san pablo, AZ",1
"Kanwal, NY",1
"BRANSON, MN",1
"Glen burnie, MD",1
"rhome, TX",1
"Toms Brook, VA",1
"columbia, MA",1
"small town, MN",1
"benaon, AR",1
"columbia, MN",1
"tamaqua, PA",1
"Hamden, CO",1
"Hamden, CA",1
"small town, MT",1
"dollar bay, MI",1
"Fayettiville, AR",1
"Blacklick, NY",1
"Apple  Valley, MN",1
"Gouldsboro, ME",1
"Glen Aleen, VA",1
"istanbul, CA",1
"orofino, ID",1
"Salter Path, NC",1
"Pensalvania, NJ",1
"monrovia, MD",1
"Mornoe, GA",1
"Bensenville, ID",1
"Bensenville, IA",1
"Allendale, ME",1
"barrington, RI",1
"fort wainwright, AK",1
"Brethre, MI",1
"Arlington, OH",1
"Knoxville, SD",1
"Mc Cormick, SC",1
"STUART, FL",1
"Arlington, OR",1
"Inadianapolis, IN",1
"HILLSBOROUGH, NH",1
"Rockbridge, NY",1
"north lauderdale, DE",1
"buffalo, NH",1
"Newry, ME",1
"BORING, OR",1
"Jackson Wyoming, WY",1
"provincetown, MA",1
"WINSTON-SALEM, NC",1
"Terrytown, LA",1
"Chesster, CA",1
"Bethesda, KS",1
"NY, NY, NY",1
"London, England, AL",1
"Arroyo Seco, NE",1
"Oak Harbor, CA",1
"West Easton, PA",1
"shoreview, MI",1
"smithville, TX",1
"Indian Head pk, IL",1
"macomb, IL",1
"Rancho cucamonga, CA",1
"sherwood, WI",1
"Alma, GA",1
"Brooklyn, WA",1
"Poland, NY",1
"FLORENCE, OR",1
"Buelton, CA",1
"Forestville, AZ",1
"WINDERMERE, FL",1
"Coburg North, VA",1
"West Finley, PA",1
"fuck you, WV",1
"BRISTOL, PA",1
"Pleasedon'tdothisville, MI",1
"Pontoon Beach, IL",1
"Lawrenceville, ND",1
"north Canton, OH",1
"Lawrenceville, NC",1
"chepachet, PA",1
"Spokane, ID",1
"Tarpon Springs, DE",1
"USA, PA",1
"woodlyn, OR",1
"Duette, FL",1
"Ursina, PA",1
"New Fairfield, NY",1
"LOMBARD, ID",1
"belleville, MI",1
"Ellsworth, NH",1
"Mena,, AR",1
"Ruining the internet, DC",1
"Rawang, CA",1
"Chemung, NY",1
"SHERWOOD, OR",1
"Orange, MS",1
"ripley, NY",1
"De Leon, TX",1
"hidden valley lake, CA",1
"Anytown, NJ",1
"Vancouver. Canada., CA",1
"rockaway beach, NY",1
"Plainville, CO",1
"yugoslavia, DE",1
"Anytown, NE",1
"Anytown, ND",1
"St. Anthony Village, MN",1
"PORTER RANCH, CA",1
"san andreas, CA",1
"Deerfield, VI",1
"lemmer, CA",1
"york, ME",1
"elk grove village, ID",1
"Dispunta, VA",1
"St.augustine, FL",1
"oil city, PA",1
"elk grove village, IL",1
"Howe, ID",1
"Kure beacB, NC",1
"Howe, IN",1
"Cos, CO",1
"anycity, IL",1
"Quasqueton, IA",1
"fakerton, NY",1
"high point, NM",1
"zeigler, IL",1
"clarendon hills, ID",1
"My City, MI",1
"My City, MA",1
"Hadancourt Le Haut Clocher, PW",1
"Powell, NV",1
"clemmons, NC",1
"Weston, CO",1
"NiceTry, TX",1
"Pleasant lake, MI",1
"Lander, TX",1
"TEANECK, NJ",1
"Weston, CA",1
"chardon, OH",1
"YELLVILLE, AR",1
"Eddyville, IN",1
"*******, NJ",1
"Bozman, MD",1
"BELLAIRE, MI",1
"Athens, VI",1
"grand praire, TX",1
"Tenants Harbor, ME",1
"Indianapolsi, IN",1
"VÌ_sterÌ´s, WA",1
"Duncans Mills, CA",1
"Middle island, NY",1
"Republic, KS",1
"Turin, AR",1
"belle chase, LA",1
"ToasterField, UT",1
"Dowling, MI",1
"Lake Balboa, AZ",1
"Sterling Hts, MI",1
"summerfield, NC",1
"LIC, NH",1
"Fort. Lauderdale, FL",1
"N. Brookfield, MA",1
"West Peterborough, NH",1
"Old Monroe, MO",1
"HOLLISTER, CA",1
"Friendship, MD",1
"washington, IL",1
"Thanks, AZ",1
"seymour, IL",1
"Durant, OH",1
"oakland, IL",1
"Parlin, NC",1
"la vergne, TN",1
"MÌ_nchen, MA",1
"alto, ND",1
"New Orleans LA, LA",1
"Mt. Calvary, VI",1
"Orlando, OK",1
"Lee's summit, MO",1
"2500, CA",1
"SODDY DAISY, TN",1
"Los Ranchos de Albuquerque, NM",1
"Modesto California, CA",1
"Ronkonkome, NY",1
"stuyvesant, NY",1
"Little Whinging, VA",1
"IP City, OH",1
"hellertown, PA",1
"Hot SPrings, AR",1
"williston, FL",1
"upton, IA",1
"flanders, NY",1
"Tompkinsville, KY",1
"Nome, ND",1
"Rochester NY, NY",1
"Mukwonago, VT",1
"Mukwonago, VI",1
"benton, KY",1
"Barnes, WI",1
"Dover-Foxcroft, ME",1
"Woodstock, TX",1
"Getzvil, NY",1
"North Bellmore, NH",1
"Luxembourg, FL",1
"north miami beach, FL",1
"Rahtdrum, ID",1
"Istanbul, NY",1
"Wapanucka, OK",1
"Tripoli, IA",1
"Oaklan d, OR",1
"Falconer, NH",1
"moretown, VT",1
"Mt. Holly, NJ",1
"Petersburg, NJ",1
"253Fisher, MN",1
"Get the NSA to tell you, NV",1
"East Derry, NH",1
"Downers Grove, IA",1
"Glen oaks, NY",1
"Philadelphia, TN",1
"Fullertonc, CA",1
"Rhodhiss, NC",1
"N. Versailles  pa., PA",1
"Lynnwood, VI",1
"zig zag, OR",1
"1901 S Goyer Road #98, IN",1
"Brownstown TWP, MI",1
"dearborn heights, MI",1
"West deptford, NJ",1
"Tionesta, PA",1
"Spotylvania, VA",1
"cornwall on hudson, NY",1
"Ariton, AL",1
"altmar, NY",1
"Nunya, CA",1
"Mountain View, NY",1
"Old hickory, TN",1
"Manitowish Waters, WI",1
"lawton, MI",1
"glen Burnie, MD",1
"Timperley, AK",1
"Cropseyville, NY",1
"You know, for kids!, IL",1
"FREMONT, OH",1
"Pullman, MI",1
"WESTFIELD, MA",1
"Saranac Lake, NJ",1
"Bikini Bottom, CA",1
"oly, WA",1
"Boxord, MA",1
"west concord, MN",1
"Eldred, NY",1
"Jamestown, NV",1
"Jamestown, NJ",1
"Kiamesha lake, NY",1
"Jamestown, NH",1
"Jamestown, NM",1
"Sidney, KY",1
"GERMANTOWN, TN",1
"Palisade, MN",1
"Mt morris, MI",1
"Mumford NY, NY",1
"Eagle ville, PA",1
"Ringold, GA",1
"New Albany, NY",1
"ROck Hill, SC",1
"Winfield, ID",1
"JOSHUA, TX",1
"Cattaraugus, NY",1
"Leander, TN",1
"Worthington, MI",1
"Worthington, MN",1
"Wake Village, SD",1
"Milton-Freewater, OR",1
"Orange county, CA",1
"VERNON HILLS, IA",1
"Nordville, GA",1
"Ridgeway, MO",1
"Winnsboro, SC",1
"De Witt, MI",1
"378 Metropolitan Ave. , APT. 4, NY",1
"Toronto, VI",1
"Lagrange, NC",1
"Whiteface, TX",1
"saint helena, CA",1
"Selkirk, NH",1
"Blue Eye, MO",1
"CASTLEROCK, CO",1
"Krelan, AK",1
"Manilla, IN",1
"Harmony, NC",1
"E. Amherst, NY",1
"Sullivan, ID",1
"Pierz, MN",1
"FITCHBURG, WI",1
